,id,first_name,web_name,team,team_code,now_cost,photo,total_points,value_season,minutes,ict_index_rank,element_type,bps,influence,creativity,threat,goals_scored,expected_goals,assists,expected_assists,form,selected_by_percent,selected_rank,chance_of_playing_next_round,chance_of_playing_this_round,expected_goals_per_90,expected_assists_per_90,influence_rank,creativity_rank,threat_rank,position,team_name,average_points,average_minutes,avg_points_per_min,goals_scored_last_season,goals_conceded_last_season,assists_last_season,minutes_last_season,clean_sheets_last_season,total_points_last_season,ict_index_last_season,influence_last_season,threat_last_season,creativity_last_season,red_cards_last_season,yellow_cards_last_season,starts_last_season,saves_last_season,penalties_saved_last_season,penalties_missed_last_season,average_win_perc_first_10
244,609,Ian,Maatsen,7,8,54,441302.jpg,1,0.2,13,329,3,2,2.2,0.9,2.0,0,0.00,0,0.01,0.3,0.1,455,100.0,,0.0,0.07,322,277,270,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
245,611,Axel,Disasi,7,8,51,220362.jpg,17,3.3,270,56,2,62,80.2,5.9,56.0,1,0.52,0,0.05,5.7,6.4,60,100.0,,0.17,0.02,31,226,55,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
246,613,Lesley,Ugochukwu,7,8,45,503714.jpg,2,0.4,8,313,3,7,6.6,0.7,2.0,0,0.00,0,0.04,0.7,0.1,371,100.0,,0.0,0.45,285,288,258,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
247,623,Mason,Burstow,7,8,45,534392.jpg,2,0.4,8,334,4,6,0.4,0.6,2.0,0,0.00,0,0.00,0.7,0.2,354,100.0,,0.0,0.0,328,293,259,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
248,659,Lucas,Bergström,7,8,40,482158.jpg,0,0.0,0,437,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,584,100.0,,0.0,0.0,427,415,376,Goalkeeper,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
249,667,Roméo,Lavia,7,8,50,514356.jpg,0,0.0,0,647,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,629,0.0,0.0,0.0,0.0,645,644,635,Midfielder,Chelsea,0,0,0,1,50,1,2219,4,57,64.5,347.6,46.0,247.5,4,9,26,0,0,0,0.7113587386383738
250,671,Bashir,Humphreys,7,8,40,461188.jpg,0,0.0,0,427,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,633,100.0,,0.0,0.0,416,405,365,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7113587386383738
251,677,Deivid Washington,Deivid,7,8,45,617054.jpg,0,0.0,0,588,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,655,100.0,,0.0,0.0,579,579,562,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
252,680,Eddie,Beach,7,8,40,474803.jpg,0,0.0,0,434,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,675,100.0,,0.0,0.0,424,412,373,Goalkeeper,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
253,681,Diego Manuel Jadon,Diego Moreira,7,8,45,491011.jpg,0,0.0,0,567,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,679,100.0,,0.0,0.0,558,558,539,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
254,219,Naouirou,Ahamada,8,31,45,466117.jpg,2,0.4,35,316,3,9,4.8,3.3,0.0,0,0.00,0,0.02,0.7,0.2,308,100.0,,0.0,0.05,297,241,525,Midfielder,Crystal Palace,0,0,0,0,2,0,87,0,7,3.0,7.4,14.0,13.2,0,1,0,0,0,0,0.37387384496719533
255,220,Joachim,Andersen,8,31,45,174874.jpg,22,4.9,270,10,2,83,138.4,94.5,61.0,1,0.20,0,0.26,7.3,4.0,89,100.0,,0.07,0.09,3,16,46,Defender,Crystal Palace,99.0,2808.3333333333335,0.03525222551928783,1,37,0,2782,8,80,109.8,658.8,273.0,163.4,8,8,32,0,0,0,0.37387384496719533
256,221,Jordan,J.Ayew,8,31,55,80146.jpg,12,2.2,270,16,3,32,57.0,78.7,108.0,0,0.48,2,0.43,4.0,0.5,232,100.0,,0.16,0.14,69,22,11,Midfielder,Crystal Palace,83.66666666666667,2268.6666666666665,0.03687922421392889,4,41,3,2708,8,104,140.3,494.4,439.0,468.2,8,5,31,0,0,0,0.37387384496719533
257,222,Nathaniel,Clyne,8,31,45,57328.jpg,0,0.0,0,500,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,399,100.0,,0.0,0.0,490,482,451,Defender,Crystal Palace,43.666666666666664,1378.0,0.031688437348814706,0,23,0,1638,3,44,33.6,203.6,8.0,124.9,3,3,19,0,0,0,0.37387384496719533
258,223,Cheick,C.Doucouré,8,31,50,438464.jpg,6,1.2,270,111,3,37,41.6,42.3,15.0,0,0.12,0,0.17,2.0,0.1,439,100.0,100.0,0.04,0.06,117,65,148,Midfielder,Crystal Palace,0,0,0,0,41,3,2770,7,74,99.8,475.0,167.0,353.7,7,8,34,0,0,0,0.37387384496719533
259,224,Malcolm,Ebiowei,8,31,45,450535.jpg,0,0.0,0,547,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,516,25.0,25.0,0.0,0.0,538,539,517,Midfielder,Crystal Palace,0,0,0,0,1,0,31,0,3,0.9,3.4,4.0,0.9,0,0,0,0,0,0,0.37387384496719533
260,225,Odsonne,Edouard,8,31,55,199670.jpg,11,2.0,250,15,4,32,57.2,36.6,155.0,1,1.69,0,0.21,3.7,2.1,126,100.0,,0.61,0.08,67,84,1,Attacker,Crystal Palace,0,0,0,5,25,2,1788,5,82,113.2,351.6,552.0,238.7,5,3,20,0,0,0,0.37387384496719533
261,226,Eberechi,Eze,8,31,64,232413.jpg,7,1.1,270,14,3,42,39.4,139.8,79.0,0,1.11,0,0.80,2.3,11.6,34,100.0,,0.37,0.27,127,7,31,Midfielder,Crystal Palace,105.0,1928.3333333333333,0.05445116681071738,10,35,5,2631,9,159,217.0,702.6,635.0,833.6,9,3,30,0,0,0,0.37387384496719533
262,227,Vicente,Guaita,8,31,44,40836.jpg,0,0.0,0,452,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.7,196,100.0,,0.0,0.0,442,430,391,Goalkeeper,Crystal Palace,114.0,2805.0,0.040641711229946524,0,34,0,2430,6,99,66.8,668.4,0.0,0.0,6,1,27,85,0,0,0.37387384496719533
263,228,Marc,Guéhi,8,31,45,209036.jpg,10,2.2,270,120,2,56,70.6,15.1,4.0,0,0.04,0,0.08,3.3,1.8,135,100.0,,0.01,0.03,39,167,222,Defender,Crystal Palace,0,0,0,1,46,0,3330,9,95,106.7,705.0,213.0,145.5,9,8,37,0,0,0,0.37387384496719533
264,229,Will,Hughes,8,31,49,108413.jpg,0,0.0,0,601,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,662,75.0,0.0,0.0,0.0,592,592,576,Midfielder,Crystal Palace,0,0,0,1,11,1,822,1,41,37.4,190.4,78.0,107.4,1,4,7,0,0,0,0.37387384496719533
265,230,Sam,Johnstone,8,31,45,101982.jpg,10,2.2,270,297,1,38,14.2,0.0,0.0,0,0.00,0,0.00,3.3,2.1,129,100.0,,0.0,0.0,233,488,457,Goalkeeper,Crystal Palace,0,0,0,0,10,0,810,3,36,17.8,177.4,0.0,0.0,3,1,9,26,0,0,0.37387384496719533
266,231,Jefferson,Lerma,8,31,49,152551.jpg,7,1.4,270,55,3,44,57.6,54.1,31.0,0,0.10,0,0.20,2.3,0.3,273,100.0,,0.03,0.07,65,49,93,Midfielder,Crystal Palace,0,0,0,5,67,0,3252,7,101,122.7,619.2,312.0,296.4,7,7,37,0,0,0,0.37387384496719533
267,232,Jean-Philippe,Mateta,8,31,49,231747.jpg,1,0.2,19,616,4,2,0.0,0.3,0.0,0,0.00,0,0.01,0.3,0.3,265,100.0,,0.0,0.05,609,311,596,Attacker,Crystal Palace,39.0,700.3333333333334,0.055687767729652546,2,10,0,748,3,41,42.5,119.8,247.0,71.4,3,3,6,0,0,0,0.37387384496719533
268,233,Remi,Matthews,8,31,40,169593.jpg,0,0.0,0,380,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,386,100.0,,0.0,0.0,369,357,315,Goalkeeper,Crystal Palace,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.37387384496719533
269,234,Tyrick,Mitchell,8,31,45,244723.jpg,12,2.7,270,126,2,57,35.0,39.7,12.0,0,0.03,0,0.18,4.0,0.9,173,100.0,100.0,0.01,0.06,149,74,166,Defender,Crystal Palace,86.66666666666667,2566.6666666666665,0.03376623376623377,0,40,2,2889,8,93,89.0,485.0,141.0,260.3,8,5,34,0,0,0,0.37387384496719533
270,235,Jake,O'Brien,8,31,40,512462.jpg,0,0.0,0,442,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,426,0.0,0.0,0.0,0.0,432,420,381,Defender,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37387384496719533
271,236,Michael,Olise,8,31,59,443661.jpg,0,0.0,0,674,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,436,0.0,0.0,0.0,0.0,674,674,672,Midfielder,Crystal Palace,0,0,0,2,38,11,2743,8,132,225.6,652.4,484.0,1115.0,8,2,31,0,0,0,0.37387384496719533
272,237,Luke,Plange,8,31,45,450541.jpg,0,0.0,0,548,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,594,0.0,0.0,0.0,0.0,539,540,518,Attacker,Crystal Palace,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.37387384496719533
273,238,Chris,C.Richards,8,31,40,427623.jpg,0,0.0,0,412,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.4,243,100.0,,0.0,0.0,401,390,350,Defender,Crystal Palace,0,0,0,0,11,0,443,1,13,13.2,92.4,26.0,15.3,1,0,4,0,0,0,0.37387384496719533
274,239,Jairo,Riedewald,8,31,45,173954.jpg,0,0.0,0,511,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,487,100.0,,0.0,0.0,501,499,471,Midfielder,Crystal Palace,24.666666666666668,662.0,0.03726082578046325,0,0,0,60,0,6,1.5,9.8,4.0,2.6,0,0,0,0,0,0,0.37387384496719533
275,240,Jeffrey,Schlupp,8,31,50,86417.jpg,7,1.4,233,101,3,25,26.2,57.0,24.0,0,0.09,0,0.11,2.3,0.2,361,100.0,,0.03,0.04,185,39,109,Midfielder,Crystal Palace,80.0,1927.6666666666667,0.04150095106346187,3,38,2,2528,9,89,97.9,404.6,314.0,257.6,9,7,30,0,0,0,0.37387384496719533
276,241,James,Tomkins,8,31,40,49413.jpg,1,0.2,1,351,2,3,0.2,0.0,0.0,0,0.00,0,0.00,0.3,0.9,171,100.0,,0.0,0.0,331,327,284,Defender,Crystal Palace,14.333333333333334,477.0,0.030048916841369674,1,10,0,335,0,8,14.6,90.0,54.0,1.1,0,1,3,0,0,0,0.37387384496719533
277,242,Joel,Ward,8,31,45,55494.jpg,10,2.2,262,197,2,40,43.4,7.7,0.0,0,0.00,0,0.04,3.3,0.3,275,100.0,,0.0,0.01,106,214,449,Defender,Crystal Palace,72.33333333333333,2331.3333333333335,0.03102659422362024,1,35,0,2253,8,78,73.5,446.6,114.0,172.5,8,6,24,0,0,0,0.37387384496719533
278,243,Joe,Whitworth,8,31,40,487818.jpg,0,0.0,0,439,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,1.4,149,100.0,,0.0,0.0,429,417,378,Goalkeeper,Crystal Palace,0,0,0,0,5,0,180,0,3,4.2,41.8,0.0,0.0,0,0,2,5,0,0,0.37387384496719533
279,615,Matheus,Matheus França,8,31,50,536694.jpg,0,0.0,0,650,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,643,0.0,0.0,0.0,0.0,648,647,638,Midfielder,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37387384496719533
280,657,Jesurun,Rak-Sakyi,8,31,45,450542.jpg,1,0.2,7,256,3,4,3.0,10.8,15.0,0,0.02,0,0.08,0.3,0.0,632,100.0,,0.26,1.03,312,203,145,Midfielder,Crystal Palace,1.3333333333333333,26.333333333333332,0.05063291139240506,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.37387384496719533
281,658,John-Kymani,Gordon,8,31,45,461382.jpg,0,0.0,0,550,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,423,100.0,,0.0,0.0,541,542,520,Attacker,Crystal Palace,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.37387384496719533
282,244,André,André Gomes,9,11,44,120250.jpg,0,0.0,0,465,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,299,100.0,,0.0,0.0,455,444,406,Midfielder,Everton,22.0,724.3333333333334,0.030372756557754257,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.47551593453919033
283,245,Jarrad,Branthwaite,9,11,40,480455.jpg,1,0.2,90,213,2,11,15.4,1.8,30.0,0,0.24,0,0.15,0.3,0.4,255,100.0,,0.24,0.15,226,259,96,Defender,Everton,2.3333333333333335,129.0,0.018087855297157625,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.47551593453919033
284,246,Dominic,Calvert-Lewin,9,11,59,177815.jpg,1,0.2,37,336,4,1,0.0,1.6,4.0,0,0.00,0,0.00,0.3,0.4,236,0.0,0.0,0.0,0.0,672,265,233,Attacker,Everton,89.66666666666667,1772.6666666666667,0.05058292591199699,2,22,1,1166,4,40,66.4,138.4,409.0,122.4,4,3,15,0,0,0,0.47551593453919033
285,247,Seamus,Coleman,9,11,44,59949.jpg,0,0.0,0,456,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,521,0.0,0.0,0.0,0.0,446,434,395,Defender,Everton,74.33333333333333,1972.3333333333333,0.03768801757647457,1,25,0,1654,5,63,50.4,297.8,95.0,108.7,5,1,20,0,0,0,0.47551593453919033
286,248,Dele,Dele,9,11,49,108823.jpg,0,0.0,0,602,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,563,0.0,0.0,0.0,0.0,593,593,577,Midfielder,Everton,22.333333333333332,545.3333333333334,0.04095354523227383,0,1,0,38,0,2,0.9,0.6,6.0,2.2,0,0,0,0,0,0,0.47551593453919033
287,249,Abdoulaye,A.Doucoure,9,11,55,121599.jpg,6,1.1,270,44,3,19,30.0,63.7,78.0,0,0.86,0,0.23,2.0,0.2,311,100.0,,0.29,0.08,165,29,32,Midfielder,Everton,82.0,2168.6666666666665,0.03781125115278205,5,27,2,1527,4,76,89.7,360.4,255.0,284.1,4,6,17,0,0,0,0.47551593453919033
288,250,James,Garner,9,11,50,232928.jpg,5,1.0,262,72,3,30,36.0,64.9,24.0,0,0.09,0,0.37,1.7,0.0,507,100.0,,0.03,0.13,147,27,110,Midfielder,Everton,0,0,0,0,13,1,796,2,25,29.2,109.2,64.0,116.2,2,3,7,0,0,0,0.47551593453919033
289,251,Jean-Philippe,Gbamin,9,11,44,160987.jpg,0,0.0,0,469,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,556,100.0,,0.0,0.0,459,448,410,Midfielder,Everton,1.3333333333333333,25.333333333333332,0.05263157894736842,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.47551593453919033
290,252,Ben,Godfrey,9,11,44,198826.jpg,0,0.0,0,473,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,344,100.0,,0.0,0.0,463,452,414,Defender,Everton,54.333333333333336,1837.6666666666667,0.02956647923090876,0,18,1,801,1,18,23.6,146.8,46.0,42.3,1,2,10,0,0,0,0.47551593453919033
291,253,Demarai,Gray,9,11,54,172632.jpg,0,0.0,0,655,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,300,100.0,,0.0,0.0,653,653,646,Midfielder,Everton,66.0,1618.3333333333333,0.0407826982492276,4,39,1,2501,7,91,173.2,410.8,707.0,614.7,7,3,27,0,0,0,0.47551593453919033
292,254,Idrissa,Gana,9,11,49,80801.jpg,4,0.8,225,180,3,35,33.0,21.3,6.0,0,0.06,0,0.07,1.3,0.0,500,100.0,,0.02,0.03,155,143,209,Midfielder,Everton,0,0,0,0,45,1,2577,8,66,70.6,426.8,85.0,195.3,8,7,32,0,0,0,0.47551593453919033
293,255,Mason,Holgate,9,11,40,194164.jpg,0,0.0,0,383,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,1.5,143,100.0,,0.0,0.0,372,360,318,Defender,Everton,52.666666666666664,1641.6666666666667,0.03208121827411167,0,9,0,506,2,16,21.5,90.4,55.0,71.9,2,1,5,0,0,0,0.47551593453919033
294,256,Alex,Iwobi,9,11,54,153133.jpg,3,0.6,140,67,3,13,24.4,55.2,48.0,0,0.32,0,0.35,1.0,0.5,227,0.0,0.0,0.21,0.22,191,44,62,Midfielder,Everton,89.66666666666667,2312.6666666666665,0.03877198039780917,2,56,8,3379,9,126,201.3,693.4,373.0,946.0,9,2,38,0,0,0,0.47551593453919033
295,257,Michael,Keane,9,11,45,106611.jpg,2,0.4,181,163,2,24,27.8,2.3,38.0,0,0.04,0,0.03,0.7,0.3,281,100.0,,0.02,0.01,180,252,71,Defender,Everton,89.33333333333333,2254.3333333333335,0.03962738429690965,1,22,2,983,2,39,41.7,242.6,131.0,42.6,2,0,10,0,0,0,0.47551593453919033
296,258,Neal,Maupay,9,11,50,115382.jpg,3,0.6,110,78,4,-5,12.4,13.3,94.0,0,1.50,0,0.02,1.0,1.1,162,100.0,,1.23,0.02,244,180,22,Attacker,Everton,81.33333333333333,1960.3333333333333,0.0414895425947968,1,19,0,1104,3,41,62.2,85.8,429.0,109.9,3,4,11,0,0,0,0.47551593453919033
297,259,Dwight,McNeil,9,11,54,433154.jpg,0,0.0,0,661,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,493,0.0,0.0,0.0,0.0,660,659,654,Midfielder,Everton,107.66666666666667,2887.3333333333335,0.03728930962826137,7,46,5,2490,5,126,195.8,718.8,464.0,771.4,5,5,28,0,0,0,0.47551593453919033
298,260,Vitalii,Mykolenko,9,11,44,224967.jpg,0,0.0,0,480,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,340,100.0,,0.0,0.0,470,459,424,Defender,Everton,0,0,0,0,46,1,2653,7,75,93.4,504.8,120.0,307.0,7,4,30,0,0,0,0.47551593453919033
299,261,Amadou,Onana,9,11,50,449871.jpg,6,1.2,270,98,3,48,28.4,57.8,21.0,0,0.10,0,0.60,2.0,0.2,307,100.0,,0.03,0.2,174,38,121,Midfielder,Everton,0,0,0,1,37,3,2486,9,77,96.0,358.2,287.0,316.6,9,9,29,0,0,0,0.47551593453919033
300,262,Nathan,Patterson,9,11,45,243571.jpg,3,0.7,270,121,2,33,40.4,35.1,14.0,0,0.34,0,0.13,1.0,0.2,321,100.0,,0.11,0.04,122,92,153,Defender,Everton,0,0,0,0,22,0,1274,2,31,45.3,231.4,108.0,111.9,2,3,14,0,0,0,0.47551593453919033
301,263,Jordan,Pickford,9,11,45,111234.jpg,4,0.9,270,210,1,30,37.6,10.0,0.0,0,0.00,0,0.02,1.3,12.6,31,100.0,,0.0,0.01,139,206,458,Goalkeeper,Everton,118.0,3074.0,0.038386467143786594,0,57,1,3330,8,124,102.0,997.8,0.0,23.0,8,6,37,124,1,0,0.47551593453919033
302,264,Ellis,Simms,9,11,45,218997.jpg,0,0.0,0,522,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,522,0.0,0.0,0.0,0.0,512,511,487,Attacker,Everton,6.333333333333333,93.33333333333333,0.06785714285714285,1,4,0,219,0,17,13.0,40.8,54.0,39.6,0,0,2,0,0,0,0.47551593453919033
303,265,James,Tarkowski,9,11,45,17761.jpg,4,0.9,270,139,2,34,48.8,5.8,25.0,0,0.37,0,0.07,1.3,1.7,139,100.0,100.0,0.12,0.02,89,228,107,Defender,Everton,99.33333333333333,3255.3333333333335,0.030514028261314764,1,57,1,3420,9,106,167.0,1040.4,441.0,185.6,9,6,38,0,0,0,0.47551593453919033
304,266,João,J.Virginia,9,11,40,222627.jpg,0,0.0,0,399,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.5,229,100.0,,0.0,0.0,388,376,335,Goalkeeper,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47551593453919033
305,579,Andy,Lonergan,9,11,40,11948.jpg,0,0.0,0,345,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,467,100.0,,0.0,0.0,335,321,278,Goalkeeper,Everton,0.0,0.0,nan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.47551593453919033
306,588,Ashley,Young,9,11,45,18892.jpg,4,0.9,270,75,2,45,36.0,85.8,0.0,0,0.00,0,0.50,1.3,0.6,214,100.0,,0.0,0.17,146,18,441,Defender,Everton,0,0,0,1,28,0,2031,9,87,68.7,380.2,81.0,223.4,9,7,23,0,0,0,0.47551593453919033
307,601,Arnaut,Danjuma,9,11,55,220307.jpg,4,0.7,160,91,3,-1,12.0,15.1,86.0,0,0.56,0,0.14,1.3,0.2,349,100.0,100.0,0.32,0.08,247,168,26,Midfielder,Everton,0,0,0,1,5,0,162,0,15,14.8,53.2,71.0,25.1,0,0,1,0,0,0,0.47551593453919033
308,624,Lewis,Dobbin,9,11,45,461421.jpg,5,1.1,117,206,3,12,13.2,13.0,23.0,0,0.07,0,0.00,1.7,0.0,515,100.0,,0.05,0.0,238,184,112,Midfielder,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47551593453919033
309,645,Youssef,Y. Chermiti,9,11,50,491012.jpg,0,0.0,24,327,4,-2,0.0,0.5,7.0,0,0.06,0,0.03,0.0,0.1,481,100.0,,0.22,0.11,643,301,202,Attacker,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47551593453919033
310,649,Thomas,Cannon,9,11,45,461416.jpg,1,0.2,1,551,4,3,0.0,0.0,0.0,0,0.00,0,0.00,0.3,0.0,509,100.0,,0.0,0.0,542,543,521,Attacker,Everton,0,0,0,0,1,0,23,0,2,3.8,5.0,21.0,11.6,0,0,0,0,0,0,0.47551593453919033
311,650,Tyler,Onyango,9,11,45,461446.jpg,1,0.2,1,552,3,3,0.0,0.0,0.0,0,0.00,0,0.00,0.3,0.0,638,100.0,,0.0,0.0,543,544,522,Midfielder,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47551593453919033
312,661,Jack,Harrison,9,11,55,221399.jpg,0,0.0,0,666,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,624,0.0,0.0,0.0,0.0,665,666,664,Midfielder,Everton,137.0,2730.3333333333335,0.050177023562446584,5,55,8,2707,6,134,192.0,600.2,487.0,834.8,6,2,34,0,0,0,0.47551593453919033
313,267,Andreas,Andreas,10,54,55,156689.jpg,14,2.5,161,150,3,43,38.2,22.4,15.0,1,0.04,1,0.01,4.7,1.0,169,75.0,100.0,0.02,0.01,137,133,149,Midfielder,Fulham,41.0,898.6666666666666,0.04562314540059347,4,40,10,2696,8,123,189.3,440.6,495.0,965.0,8,8,33,0,0,0,0.34840472745645157
314,268,Tom,Cairney,10,54,50,76357.jpg,2,0.4,84,281,3,8,1.6,13.6,5.0,0,0.04,0,0.08,0.7,0.0,604,100.0,100.0,0.04,0.09,324,178,217,Midfielder,Fulham,0,0,0,2,13,1,968,1,53,64.2,190.4,217.0,232.1,1,2,6,0,0,0,0.34840472745645157
315,269,Ivan,I.Cavaleiro,10,54,50,166324.jpg,0,0.0,0,633,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,654,0.0,0.0,0.0,0.0,629,628,615,Midfielder,Fulham,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.34840472745645157
316,270,Bobby,De Cordova-Reid,10,54,55,96994.jpg,10,1.8,200,99,3,31,39.4,13.7,58.0,1,1.27,0,0.05,3.3,0.2,333,100.0,,0.57,0.02,126,177,51,Midfielder,Fulham,0,0,0,4,40,1,2473,8,90,119.7,365.2,508.0,326.6,8,8,29,0,0,0,0.34840472745645157
317,271,Issa,Diop,10,54,45,219924.jpg,10,2.2,270,142,2,53,64.8,7.4,6.0,0,0.12,0,0.21,3.3,1.0,168,100.0,,0.04,0.07,51,217,207,Defender,Fulham,50.333333333333336,1449.3333333333333,0.03472861085556578,1,26,0,2008,7,79,58.1,462.2,80.0,38.8,7,2,21,0,0,0,0.34840472745645157
318,272,Tyrese,Francois,10,54,44,432931.jpg,0,0.0,0,488,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,553,100.0,,0.0,0.0,478,467,432,Midfielder,Fulham,0,0,0,0,0,0,1,0,1,0.1,1.0,0.0,0.3,0,0,0,0,0,0,0.34840472745645157
319,273,Anthony,Knockaert,10,54,44,83543.jpg,0,0.0,0,458,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,444,100.0,,0.0,0.0,448,436,397,Midfielder,Fulham,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.34840472745645157
320,274,Terence,Kongolo,10,54,40,109434.jpg,0,0.0,0,366,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,378,100.0,,0.0,0.0,355,343,300,Defender,Fulham,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.34840472745645157
321,275,Bernd,Leno,10,54,45,80201.jpg,19,4.2,270,42,1,92,176.6,0.0,0.0,0,0.00,0,0.00,6.3,10.1,38,100.0,,0.0,0.0,1,485,454,Goalkeeper,Fulham,94.33333333333333,2243.6666666666665,0.04204427276779082,0,51,0,3240,8,142,116.6,1154.8,0.0,10.0,8,3,36,144,1,0,0.34840472745645157
322,276,Saša,Lukić,10,54,45,212314.jpg,6,1.3,250,179,3,31,20.6,30.9,9.0,0,0.04,0,0.06,2.0,0.7,194,100.0,,0.01,0.02,205,99,187,Midfielder,Fulham,0,0,0,0,10,0,406,0,15,8.2,40.8,19.0,21.9,0,1,4,0,0,0,0.34840472745645157
323,277,Kevin,Mbabu,10,54,40,120721.jpg,0,0.0,0,372,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.5,221,100.0,,0.0,0.0,361,349,306,Defender,Fulham,0,0,0,0,7,1,141,0,7,7.8,39.8,0.0,37.7,0,1,1,0,0,0,0.34840472745645157
324,278,Aleksandar,Mitrović,10,54,74,128389.jpg,1,0.1,32,247,4,6,6.4,0.3,26.0,0,0.16,0,0.02,0.3,1.4,145,0.0,0.0,0.45,0.06,289,314,106,Attacker,Fulham,0,0,0,14,30,2,2010,7,107,197.1,584.8,1171.0,228.3,7,7,23,0,0,4,0.34840472745645157
