,id,first_name,web_name,team,team_code,now_cost,photo,total_points,value_season,minutes,ict_index_rank,element_type,bps,influence,creativity,threat,goals_scored,expected_goals,assists,expected_assists,form,selected_rank,chance_of_playing_next_round,chance_of_playing_this_round,position,team_name,average_points,average_minutes,avg_points_per_min,goals_scored_last_season,goals_conceded_last_season,assists_last_season,minutes_last_season,clean_sheets_last_season,total_points_last_season,ict_index_last_season,red_cards_last_season,yellow_cards_last_season,starts_last_season,saves_last_season,penalties_saved_last_season,penalties_missed_last_season,average_win_perc_first_10
299,645,Youssef,Y. Chermiti,9,11,50,491012.jpg,0,0.0,0,602,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,486,100,,Attacker,Everton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.43279532163742684
300,649,Thomas,Cannon,9,11,45,461416.jpg,0,0.0,0,463,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,556,100,,Attacker,Everton,0,0,0,0,1,0,23,0,2,3.8,0,0,0,0,0,0,0.43279532163742684
301,650,Tyler,Onyango,9,11,45,461446.jpg,0,0.0,0,464,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,647,100,,Midfielder,Everton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.43279532163742684
302,661,Jack,Harrison,9,11,55,221399.jpg,0,0.0,0,633,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,625,100,,Midfielder,Everton,137.0,2730.3333333333335,0.050177023562446584,5,55,8,2707,6,134,192.0,6,2,34,0,0,0,0.43279532163742684
303,267,Andreas,Andreas,10,54,55,156689.jpg,4,0.7,32,226,3,10,0.6,0.8,2.0,0,0.00,1,0.00,2.0,157,100,100.0,Midfielder,Fulham,41.0,898.6666666666666,0.04562314540059347,4,40,10,2696,8,123,189.3,8,8,33,0,0,0,0.22030636030636025
304,268,Tom,Cairney,10,54,50,76357.jpg,1,0.2,57,186,3,4,0.4,12.4,3.0,0,0.04,0,0.08,0.5,605,100,100.0,Midfielder,Fulham,0,0,0,2,13,1,968,1,53,64.2,1,2,6,0,0,0,0.22030636030636025
305,269,Ivan,I.Cavaleiro,10,54,50,166324.jpg,0,0.0,0,551,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,637,0,0.0,Midfielder,Fulham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.22030636030636025
306,270,Bobby,De Cordova-Reid,10,54,55,96994.jpg,6,1.1,45,28,3,21,37.8,1.5,46.0,1,1.12,0,0.01,3.0,328,100,,Midfielder,Fulham,0,0,0,4,40,1,2473,8,90,119.7,8,8,29,0,0,0,0.22030636030636025
307,271,Issa,Diop,10,54,45,219924.jpg,8,1.8,90,117,2,30,30.8,0.9,0.0,0,0.00,0,0.01,4.0,161,100,,Defender,Fulham,50.333333333333336,1449.3333333333333,0.03472861085556578,1,26,0,2008,7,79,58.1,7,2,21,0,0,0,0.22030636030636025
308,272,Tyrese,Francois,10,54,45,432931.jpg,0,0.0,0,447,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,553,100,,Midfielder,Fulham,0,0,0,0,0,0,1,0,1,0.1,0,0,0,0,0,0,0.22030636030636025
309,273,Anthony,Knockaert,10,54,45,83543.jpg,0,0.0,0,362,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,437,100,,Midfielder,Fulham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.22030636030636025
310,274,Terence,Kongolo,10,54,40,109434.jpg,0,0.0,0,258,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,380,100,,Defender,Fulham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.22030636030636025
311,275,Bernd,Leno,10,54,45,80201.jpg,12,2.7,90,38,1,46,75.0,0.0,0.0,0,0.00,0,0.00,6.0,40,100,,Goalkeeper,Fulham,94.33333333333333,2243.6666666666665,0.04204427276779082,0,51,0,3240,8,142,116.6,8,3,36,144,1,0,0.22030636030636025
312,276,Saša,Lukić,10,54,45,212314.jpg,3,0.7,90,161,3,15,8.0,12.1,1.0,0,0.02,0,0.01,1.5,191,100,,Midfielder,Fulham,0,0,0,0,10,0,406,0,15,8.2,0,1,4,0,0,0,0.22030636030636025
313,277,Kevin,Mbabu,10,54,40,120721.jpg,0,0.0,0,264,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,221,100,,Defender,Fulham,0,0,0,0,7,1,141,0,7,7.8,0,1,1,0,0,0,0.22030636030636025
314,278,Aleksandar,Mitrović,10,54,75,128389.jpg,1,0.1,32,115,4,6,6.4,0.3,26.0,0,0.16,0,0.02,0.5,98,0,0.0,Attacker,Fulham,0,0,0,14,30,2,2010,7,107,197.1,7,7,23,0,0,4,0.22030636030636025
315,279,Rodrigo,Muniz,10,54,45,244042.jpg,0,0.0,0,435,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,237,100,,Attacker,Fulham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.22030636030636025
316,280,João,J.Palhinha,10,54,50,154296.jpg,0,0.0,0,547,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,406,100,100.0,Midfielder,Fulham,0,0,0,3,43,0,3108,9,83,105.5,9,14,35,0,0,0,0.22030636030636025
317,281,Tim,Ream,10,54,45,82514.jpg,7,1.6,90,185,2,28,15.8,0.6,0.0,0,0.00,0,0.00,3.5,207,100,,Defender,Fulham,0,0,0,1,44,0,2898,8,98,74.8,8,2,33,0,0,0,0.22030636030636025
318,282,Harrison,Reed,10,54,50,153366.jpg,3,0.6,90,126,3,13,13.2,12.8,2.0,0,0.00,0,0.08,1.5,177,100,,Midfielder,Fulham,0,0,0,3,44,4,2868,9,107,125.8,9,5,35,0,0,0,0.22030636030636025
319,283,Antonee,Robinson,10,54,45,169528.jpg,6,1.3,90,121,2,25,21.2,2.8,6.0,0,0.00,0,0.01,3.0,192,100,,Defender,Fulham,0,0,0,0,44,2,3088,9,93,106.3,9,8,35,0,0,0,0.22030636030636025
320,284,Marek,Rodák,10,54,40,155529.jpg,0,0.0,0,270,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,245,100,,Goalkeeper,Fulham,0,0,0,0,2,0,180,1,7,1.9,1,0,2,2,0,0,0.22030636030636025
321,285,Kenny,Tete,10,54,45,167074.jpg,5,1.1,90,100,2,24,24.2,16.6,0.0,0,0.00,0,0.02,2.5,206,100,,Defender,Fulham,0,0,0,1,36,5,2569,7,90,120.9,7,8,29,0,0,0,0.22030636030636025
322,286,Tosin,Tosin,10,54,45,109646.jpg,0,0.0,0,369,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,462,100,,Defender,Fulham,0,0,0,1,39,0,2084,3,49,73.4,3,4,23,0,0,0,0.22030636030636025
323,287,Carlos Vinícius,Vinícius,10,54,50,245824.jpg,0,0.0,0,590,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,93,100,,Attacker,Fulham,0,0,0,5,20,2,1098,1,72,73.1,1,3,11,0,0,0,0.22030636030636025
324,288,Harry,Wilson,10,54,55,153682.jpg,3,0.5,90,83,3,13,10.8,32.9,5.0,0,0.07,0,0.20,1.5,319,100,,Midfielder,Fulham,0,0,0,2,15,5,1085,2,68,57.7,2,1,13,0,0,0,0.22030636030636025
325,558,Raúl,Raúl,10,54,55,102057.jpg,1,0.2,57,215,4,-3,0.0,1.8,6.0,0,0.07,0,0.02,0.5,159,100,,Attacker,Fulham,57.666666666666664,1431.0,0.04029815979501514,0,18,2,839,2,29,46.7,2,0,8,0,0,0,0.22030636030636025
326,591,Willian,Willian,10,54,55,47431.jpg,0,0.0,45,188,3,0,3.0,13.2,0.0,0,0.00,0,0.04,0.0,224,100,,Midfielder,Fulham,64.66666666666667,1175.0,0.055035460992907806,5,22,7,2127,9,116,160.8,9,2,25,0,0,0,0.22030636030636025
327,610,Calvin,Bassey,10,54,45,232892.jpg,0,0.0,0,423,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,267,100,,Defender,Fulham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.22030636030636025
328,625,Luc,De Fougerolles,10,54,40,547686.jpg,0,0.0,0,340,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,514,100,,Defender,Fulham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.22030636030636025
329,651,Jay,Stansfield,10,54,45,490146.jpg,0,0.0,0,484,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,584,100,,Attacker,Fulham,0,0,0,0,2,1,85,0,7,6.7,0,0,1,0,0,0,0.22030636030636025
330,652,Matthew,Dibley-Dias,10,54,45,515023.jpg,0,0.0,0,496,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,657,100,,Midfielder,Fulham,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.22030636030636025
331,662,Adama,Adama,10,54,50,159533.jpg,0,0.0,0,550,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,573,100,,Midfielder,Fulham,68.0,1728.6666666666667,0.039336675665252605,2,30,4,1477,2,66,91.7,2,2,12,0,0,0,0.22030636030636025
332,289,Adrián,Adrián,11,14,40,60706.jpg,0,0.0,0,245,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,263,100,,Goalkeeper,Liverpool,3.6666666666666665,90.0,0.04074074074074074,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7713687628161312
333,290,Trent,Alexander-Arnold,11,14,80,169187.jpg,1,0.1,90,153,2,7,13.6,9.1,0.0,0,0.00,0,0.02,0.5,20,100,,Defender,Liverpool,174.66666666666666,2934.6666666666665,0.0595184007269423,2,44,11,2922,10,156,232.2,10,5,34,0,0,0,0.7713687628161312
334,291,Alisson,A.Becker,11,14,55,116535.jpg,3,0.5,90,138,1,16,26.2,0.0,0.0,0,0.00,0,0.00,1.5,39,100,,Goalkeeper,Liverpool,159.33333333333334,3180.0,0.05010482180293501,0,43,1,3330,14,162,97.6,14,1,37,107,1,0,0.7713687628161312
335,292,Stefan,Bajcetic,11,14,50,535928.jpg,0,0.0,0,610,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,495,100,,Midfielder,Liverpool,0,0,0,1,4,0,522,3,22,22.8,3,2,6,0,0,0,0.7713687628161312
336,293,Darwin,Darwin,11,14,75,447203.jpg,1,0.1,24,196,4,3,2.2,1.3,8.0,0,0.04,0,0.02,0.5,32,100,,Attacker,Liverpool,0,0,0,9,22,5,1684,7,100,186.0,7,1,19,0,0,0,0.7713687628161312
337,294,Diogo,Diogo J.,11,14,80,194634.jpg,1,0.1,65,140,3,3,3.2,12.9,10.0,0,0.07,0,0.01,0.5,105,100,,Midfielder,Liverpool,113.66666666666667,1529.3333333333333,0.07432432432432433,7,19,4,1125,5,80,100.6,5,2,12,0,0,0,0.7713687628161312
338,295,Harvey,Elliott,11,14,50,444884.jpg,1,0.2,13,158,3,6,6.6,11.6,4.0,0,0.00,0,0.01,0.5,317,100,,Midfielder,Liverpool,24.666666666666668,648.0,0.03806584362139918,1,20,2,1600,5,62,105.5,5,2,18,0,0,0,0.7713687628161312
339,296,Fabio Henrique,Fabinho,11,14,50,116643.jpg,0,0.0,0,545,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,617,0,0.0,Midfielder,Liverpool,79.33333333333333,2514.3333333333335,0.03155243271907729,0,34,2,2666,11,70,82.5,11,11,31,0,0,0,0.7713687628161312
340,297,Cody,Gakpo,11,14,75,243298.jpg,2,0.3,65,162,4,5,8.0,10.9,2.0,0,0.00,0,0.05,1.0,56,100,,Attacker,Liverpool,0,0,0,7,19,3,1455,6,90,112.3,6,0,17,0,0,0,0.7713687628161312
341,298,Joe,Gomez,11,14,45,171287.jpg,0,0.0,0,389,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,273,100,,Defender,Liverpool,33.333333333333336,793.3333333333334,0.04201680672268908,0,16,0,1461,8,68,39.7,8,3,15,0,0,0,0.7713687628161312
342,299,Jordan,Henderson,11,14,50,56979.jpg,0,0.0,0,527,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,627,0,0.0,Midfielder,Liverpool,78.33333333333333,2118.6666666666665,0.03697293895531781,0,30,3,2060,8,69,103.0,8,2,23,0,0,0,0.7713687628161312
343,300,Curtis,Jones,11,14,50,206915.jpg,1,0.2,24,214,3,1,4.6,1.8,0.0,0,0.00,0,0.01,0.5,407,25,25.0,Midfielder,Liverpool,47.333333333333336,1015.6666666666666,0.04660321627830653,3,15,1,1029,4,52,75.0,4,2,12,0,0,0,0.7713687628161312
344,301,Caoimhin,Kelleher,11,14,40,200720.jpg,0,0.0,0,283,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,278,100,,Goalkeeper,Liverpool,6.666666666666667,150.0,0.044444444444444446,0,4,0,90,0,2,3.8,0,0,1,6,0,0,0.7713687628161312
345,302,Ibrahima,Konaté,11,14,50,204716.jpg,2,0.4,90,130,2,14,24.4,0.6,2.0,0,0.00,0,0.00,1.0,118,100,,Defender,Liverpool,0,0,0,0,22,0,1551,7,49,46.8,7,5,17,0,0,0,0.7713687628161312
346,303,Luis,Luis Díaz,11,14,76,244731.jpg,8,1.1,76,31,3,20,35.0,14.8,33.0,1,0.83,0,0.04,4.0,38,100,,Midfielder,Liverpool,0,0,0,4,11,2,991,4,62,85.0,4,2,11,0,0,0,0.7713687628161312
347,304,Alexis,Mac Allister,11,14,60,243016.jpg,1,0.2,90,132,3,13,13.6,13.5,0.0,0,0.00,0,0.22,0.5,34,100,,Midfielder,Liverpool,93.66666666666667,2034.0,0.04605047525401508,10,45,2,2882,10,140,221.3,10,8,31,0,0,0,0.7713687628161312
348,305,Joel,Matip,11,14,50,60914.jpg,0,0.0,0,529,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,293,100,,Defender,Liverpool,82.66666666666667,1523.6666666666667,0.054255086414351346,1,20,0,1091,3,36,39.6,3,3,12,0,0,0,0.7713687628161312
349,306,Nathaniel,Phillips,11,14,40,197464.jpg,0,0.0,0,280,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,300,100,,Defender,Liverpool,23.666666666666668,506.6666666666667,0.04671052631578947,0,1,0,65,0,3,3.4,0,0,1,0,0,0,0.7713687628161312
350,307,Andrew,Robertson,11,14,65,122798.jpg,2,0.3,90,101,2,16,26.4,12.6,2.0,0,0.00,0,0.01,1.0,81,100,,Defender,Liverpool,156.0,2833.3333333333335,0.055058823529411764,0,34,8,2579,9,121,162.3,9,3,29,0,0,0,0.7713687628161312
351,308,Mohamed,Salah,11,14,125,118748.jpg,5,0.4,76,87,3,15,16.6,20.2,12.0,0,0.28,1,0.31,2.5,7,100,,Midfielder,Liverpool,245.0,3041.6666666666665,0.08054794520547946,19,45,13,3290,13,239,365.6,13,2,37,0,0,2,0.7713687628161312
352,309,Dominik,Szoboszlai,11,14,70,424876.jpg,2,0.3,90,658,3,17,0.0,0.0,0.0,0,0.02,0,0.10,1.0,91,100,,Midfielder,Liverpool,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7713687628161312
353,310,Thiago,Thiago,11,14,50,61558.jpg,0,0.0,0,530,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,311,100,,Midfielder,Liverpool,51.333333333333336,1543.3333333333333,0.03326133909287257,0,23,0,1252,2,30,59.8,2,2,14,0,0,0,0.7713687628161312
354,311,Konstantinos,Tsimikas,11,14,45,214285.jpg,0,0.0,0,406,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,408,100,,Defender,Liverpool,30.666666666666668,547.3333333333334,0.05602923264311815,0,11,4,762,4,48,60.7,4,3,9,0,0,0,0.7713687628161312
355,312,Sepp,Van den Berg,11,14,40,444765.jpg,0,0.0,0,318,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,539,0,0.0,Defender,Liverpool,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7713687628161312
356,313,Virgil,Virgil,11,14,60,97032.jpg,2,0.3,90,148,2,13,20.0,0.5,3.0,0,0.03,0,0.02,1.0,37,100,,Defender,Liverpool,108.33333333333333,2088.3333333333335,0.0518754988028731,3,36,1,2835,11,127,125.4,11,3,32,0,0,0,0.7713687628161312
357,626,Jarell,Quansah,11,14,40,441428.jpg,0,0.0,0,315,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,526,100,,Defender,Liverpool,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7713687628161312
358,627,Bobby,Clark,11,14,45,491970.jpg,0,0.0,0,488,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,597,100,,Midfielder,Liverpool,0,0,0,0,0,0,7,0,1,0.2,0,0,0,0,0,0,0.7713687628161312
359,628,Ben,Doak,11,14,45,496208.jpg,1,0.2,13,233,3,3,0.2,0.8,0.0,0,0.00,0,0.00,0.5,477,100,,Midfielder,Liverpool,0,0,0,0,1,0,23,0,2,1.2,0,0,0,0,0,0,0.7713687628161312
360,629,James,McConnell,11,14,45,491501.jpg,0,0.0,0,487,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,611,100,,Midfielder,Liverpool,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7713687628161312
361,52,Marvelous,Nakamba,12,102,45,184704.jpg,2,0.4,90,134,3,9,12.8,10.8,2.0,0,0.01,0,0.01,2.0,145,100,,Midfielder,Luton,16.333333333333332,548.6666666666666,0.02976913730255164,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
362,314,Elijah,Adebayo,12,102,50,174310.jpg,2,0.4,63,558,4,5,0.0,0.0,0.0,0,0.00,0,0.09,2.0,169,100,,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
363,315,Mads Juel,Andersen,12,102,40,208904.jpg,0,0.0,75,286,2,6,0.0,0.0,0.0,0,0.00,0,0.00,0.0,205,100,,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
364,316,Amari'i,Bell,12,102,40,165183.jpg,0,0.0,90,273,2,10,0.0,0.0,0.0,0,0.00,0,0.00,0.0,45,100,,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
365,317,Luke,Berry,12,102,50,82738.jpg,1,0.2,2,532,3,3,0.0,0.0,0.0,0,0.00,0,0.00,1.0,476,100,,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
366,318,Reece,Burke,12,102,40,156658.jpg,0,0.0,0,271,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,545,0,0.0,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
367,319,Allan,Campbell,12,102,50,193195.jpg,0,0.0,0,567,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,523,100,,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
368,320,Jordan,Clark,12,102,50,96784.jpg,0,0.0,0,537,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,630,0,0.0,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
369,321,Alfie,Doughty,12,102,45,244262.jpg,0,0.0,26,437,2,2,0.0,0.0,0.0,0,0.00,0,0.02,0.0,377,100,,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
370,322,Luke,Freeman,12,102,50,49083.jpg,0,0.0,0,524,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,577,100,,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
371,323,Matt,Macey,12,102,40,113534.jpg,0,0.0,0,261,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,212,100,,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
372,324,John,McAtee,12,102,45,422303.jpg,0,0.0,0,443,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,112,100,,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
373,325,Carlos,Mendes,12,102,45,453537.jpg,0,0.0,0,461,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,603,0,0.0,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
374,326,Carlton,Morris,12,102,55,156700.jpg,8,1.5,90,623,4,28,0.0,0.0,0.0,1,1.05,0,0.09,8.0,148,100,,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
375,327,Admiral,Muskwe,12,102,45,174595.jpg,0,0.0,0,392,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,321,100,,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
376,328,Chiedozie,Ogbene,12,102,50,229164.jpg,1,0.2,14,584,4,3,0.0,0.0,0.0,0,0.00,0,0.00,1.0,374,100,,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
377,329,Fred,Onyedinma,12,102,50,168035.jpg,0,0.0,0,553,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,658,0,0.0,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
378,330,Gabriel,Osho,12,102,45,199056.jpg,0,0.0,0,399,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,609,0,0.0,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
379,331,Aribim,Pepple,12,102,45,490180.jpg,0,0.0,0,485,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,322,100,,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
380,332,Dion,Pereira,12,102,45,243532.jpg,0,0.0,0,434,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,337,100,,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
381,333,Dan,Potts,12,102,40,108411.jpg,0,0.0,0,257,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,458,0,0.0,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
382,334,Glen,Rea,12,102,45,165152.jpg,0,0.0,0,386,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,485,100,,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
383,335,James,Shea,12,102,45,77818.jpg,0,0.0,0,357,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,339,100,,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
384,336,Joe,Taylor,12,102,45,242500.jpg,0,0.0,0,431,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,295,0,0.0,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
385,337,Elliot,Thorpe,12,102,45,232477.jpg,0,0.0,0,422,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,638,0,0.0,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
386,338,Jack,Walton,12,102,40,207722.jpg,0,0.0,0,285,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,608,0,0.0,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
387,339,Louie,Watson,12,102,45,223333.jpg,0,0.0,0,416,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,255,100,,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
388,340,Cauley,Woodrow,12,102,45,91046.jpg,1,0.2,2,364,4,7,0.0,0.0,0.0,0,0.00,0,0.37,1.0,189,100,,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
389,553,Ryan,Giles,12,102,45,232351.jpg,0,0.0,90,53,2,16,20.4,40.5,0.0,0,0.00,0,0.22,0.0,379,100,,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
390,575,Tom,Lockyer,12,102,45,108796.jpg,0,0.0,90,368,2,10,0.0,0.0,0.0,0,0.00,0,0.01,0.0,357,100,,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
391,582,Pelly Ruddock,Mpanzu,12,102,50,104047.jpg,2,0.4,87,539,3,-2,0.0,0.0,0.0,0,0.26,0,0.00,2.0,493,100,,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
392,586,Tahith,Chong,12,102,50,222677.jpg,2,0.4,87,204,3,4,5.2,1.8,2.0,0,0.00,0,0.01,2.0,415,100,,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
393,602,Issa,Kaboré,12,102,40,476369.jpg,1,0.2,63,154,2,9,1.6,15.4,5.0,0,0.02,0,0.26,1.0,58,100,,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
394,614,Thomas,Kaminski,12,102,45,54738.jpg,3,0.7,90,351,1,26,0.0,0.0,0.0,0,0.00,0,0.00,3.0,383,100,,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
395,630,Ross,Barkley,12,102,50,88894.jpg,0,0.0,0,534,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,348,100,,Midfielder,Luton,30.0,580.0,0.05172413793103448,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
396,631,Jacob,Brown,12,102,50,242453.jpg,4,0.8,26,587,4,10,0.0,0.0,0.0,0,0.12,1,0.00,4.0,370,100,,Attacker,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
397,648,Aidan,Francis-Clarke,12,102,40,552030.jpg,0,0.0,0,341,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,614,100,,Defender,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
398,665,Tim,Krul,12,102,45,20480.jpg,0,0.0,0,344,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,642,100,,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,
399,341,Manuel,Akanji,13,43,50,211975.jpg,6,1.2,90,151,2,23,22.0,1.3,0.0,0,0.00,0,0.01,3.0,57,100,,Defender,Man City,0,0,0,0,23,1,2284,7,82,71.4,7,2,24,0,0,0,0.7517789703836215
400,342,Nathan,Aké,13,43,51,126184.jpg,7,1.4,78,137,2,32,14.2,1.9,10.0,0,0.31,0,0.01,3.5,49,100,100.0,Defender,Man City,58.333333333333336,1195.6666666666667,0.048787287426819065,1,15,0,1871,9,92,73.3,9,2,22,0,0,0,0.7517789703836215
401,343,Julián,J.Alvarez,13,43,65,461358.jpg,5,0.8,90,7,4,25,30.6,84.8,28.0,0,0.39,1,0.37,2.5,66,100,,Attacker,Man City,0,0,0,9,16,3,1448,5,103,129.0,5,0,13,0,0,0,0.7517789703836215
402,344,Bernardo,Bernardo,13,43,65,165809.jpg,3,0.5,90,200,3,11,2.2,8.6,0.0,0,0.00,0,0.03,1.5,92,0,0.0,Midfielder,Man City,118.33333333333333,2371.6666666666665,0.04989458889669712,4,24,6,2196,7,106,143.1,7,5,24,0,0,0,0.7517789703836215
403,345,Oscar,Bobb,13,43,45,477555.jpg,0,0.0,0,472,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,552,100,,Midfielder,Man City,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7517789703836215
